Timestamps,Filtered Voltages,Envelope
6197.184082,-0.002759,0.002808
6205.381348,0.001116,0.003489
6213.578613,0.00357,0.004443
6221.775879,-0.004755,0.005469
6229.973145,-0.000292,0.006475
6238.170898,0.006642,0.007413
6246.368164,-0.006881,0.008265
6254.56543,-0.000465,0.00901
6262.762695,0.008482,0.009614
6270.959961,-0.008667,0.01006
6279.157227,0.000196,0.010329
6287.354492,0.008723,0.010406
6295.551758,-0.009379,0.010314
6303.749512,0.001467,0.01009
6311.946777,0.007285,0.009785
6320.144043,-0.009188,0.009467
6328.341309,0.003216,0.009185
6336.538574,0.005123,0.008957
6344.73584,-0.008786,0.008788
6352.933105,0.004796,0.008655
6361.130859,0.003279,0.008532
6369.328125,-0.008268,0.008418
6377.525391,0.005792,0.008311
6385.722656,0.001789,0.008225
6393.919922,-0.007666,0.008194
6402.117188,0.006634,0.008237
6410.314453,0.000537,0.008371
6418.512207,-0.007581,0.008615
6426.709473,0.007726,0.008955
6434.906738,-0.0,0.009372
6443.104004,-0.008574,0.00985
6451.30127,0.008786,0.010351
6459.498535,0.000756,0.010841
6467.695801,-0.010373,0.01129
6475.893555,0.008916,0.011644
6484.09082,0.002826,0.011846
6492.288086,-0.011587,0.011846
6500.485352,0.007014,0.011588
6508.682617,0.005172,0.011032
6516.879883,-0.010153,0.010174
6525.077148,0.003006,0.009026
6533.274902,0.005746,0.007634
6541.472168,-0.005294,0.006112
6549.669434,-0.001364,0.004662
6557.866699,0.003563,0.003678
6566.063965,0.001173,0.003698
6574.26123,-0.004535,0.004668
6582.458496,0.000246,0.006035
6590.655762,0.006765,0.007452
6598.853516,-0.006823,0.008781
6607.050781,-0.001853,0.009959
6615.248047,0.010348,0.010945
6623.445312,-0.008938,0.011726
6631.642578,-0.001931,0.01229
6639.839844,0.011632,0.012605
6648.037109,-0.010336,0.01266
6656.234863,-0.000655,0.012435
6664.432129,0.010372,0.011913
6672.629395,-0.00983,0.011109
6680.82666,0.000945,0.010052
6689.023926,0.006809,0.008779
6697.221191,-0.007076,0.007364
6705.418457,0.002027,0.005878
6713.616211,0.002243,0.004398
6721.813477,-0.002951,0.003052
6730.010742,0.001986,0.002072
6738.208008,-0.001604,0.001911
6746.405273,0.001207,0.002522
6754.602539,0.000849,0.003328
6762.799805,-0.00368,0.004065
6770.997559,0.004096,0.004631
6779.194824,-0.000678,0.004997
6787.39209,-0.003801,0.005173
6795.589355,0.005028,0.00516
6803.786621,-0.001802,0.004982
6811.983887,-0.002681,0.00467
6820.181152,0.004231,0.004231
6828.378906,-0.001918,0.003685
6836.576172,-0.001341,0.003049
6844.773438,0.00231,0.002324
6852.970703,-0.00096,0.001535
6861.167969,-0.000175,0.000717
6869.365234,-0.000157,0.000235
6877.5625,0.000311,0.001015
6885.759766,0.001187,0.001811
6893.95752,-0.002503,0.002569
6902.154785,0.000733,0.003272
6910.352051,0.003073,0.003912
6918.549316,-0.00401,0.004501
6926.746582,-0.000213,0.005045
6934.943848,0.005125,0.005537
6943.141113,-0.004406,0.00598
6951.338867,-0.001836,0.00636
6959.536133,0.006545,0.006644
6967.733398,-0.004147,0.006824
6975.930664,-0.00279,0.0069
6984.12793,0.006836,0.006874
6992.325195,-0.004139,0.006785
7000.522461,-0.002247,0.006688
7008.720215,0.006425,0.00663
7016.91748,-0.005017,0.006674
7025.114746,-0.000844,0.006846
7033.312012,0.006394,0.007115
7041.509277,-0.006285,0.007437
7049.706543,-0.000329,0.007745
7057.903809,0.00717,0.007969
7066.101562,-0.00644,0.008085
7074.298828,-0.001593,0.00808
7082.496094,0.007731,0.007953
7090.693359,-0.004774,0.007726
7098.890625,-0.003429,0.007419
7107.087891,0.007017,0.007029
7115.285156,-0.002431,0.006566
7123.48291,-0.004086,0.00604
7131.680176,0.005244,0.005443
7139.877441,-0.001118,0.004796
7148.074707,-0.002903,0.004145
7156.271973,0.003516,0.003554
7164.469238,-0.001732,0.003155
7172.666504,-0.000636,0.003091
7180.86377,0.002873,0.003371
7189.061523,-0.003673,0.003892
7197.258789,0.001174,0.004492
7205.456055,0.003472,0.005035
7213.65332,-0.005268,0.005447
7221.850586,0.00121,0.005676
7230.047852,0.004512,0.005695
7238.245117,-0.004854,0.005534
7246.442871,-0.000653,0.005238
7254.640137,0.004769,0.004878
7262.837402,-0.002213,0.00457
7271.034668,-0.003171,0.004424
7279.231934,0.003866,0.00448
7287.429199,0.001045,0.004707
7295.626465,-0.004976,0.005024
7303.824219,0.002784,0.005336
7312.021484,0.002964,0.005575
7320.21875,-0.005714,0.005722
7328.416016,0.002671,0.005757
7336.613281,0.002779,0.005678
7344.810547,-0.005494,0.005526
7353.007812,0.003718,0.00536
7361.205566,0.00051,0.005285
7369.402832,-0.004371,0.00545
7377.600098,0.005809,0.005925
7385.797363,-0.003174,0.006691
7393.994629,-0.003218,0.007637
7402.191895,0.008489,0.008598
7410.38916,-0.006184,0.00945
7418.586426,-0.003313,0.010104
7426.78418,0.010359,0.010496
7434.981445,-0.006319,0.01063
7443.178711,-0.004901,0.010551
7451.375977,0.010301,0.010317
7459.573242,-0.003535,0.01003
7467.770508,-0.007076,0.009788
7475.967773,0.008855,0.009636
7484.165527,-9.9e-05,0.00958
7492.362793,-0.008634,0.00959
7500.560059,0.00763,0.009592
7508.757324,0.001374,0.009533
7516.95459,-0.008667,0.009409
7525.151855,0.007694,0.009233
7533.349121,-0.000354,0.009081
7541.546875,-0.006957,0.009074
7549.744141,0.009104,0.009291
7557.941406,-0.004426,0.009757
7566.138672,-0.004534,0.010402
7574.335938,0.010902,0.011059
7582.533203,-0.008001,0.011568
7590.730469,-0.002739,0.011791
7598.928223,0.011015,0.011618
7607.125488,-0.008451,0.011027
7615.322754,-0.001508,0.010042
7623.52002,0.008033,0.008717
7631.717285,-0.00587,0.007165
7639.914551,-0.000177,0.005498
7648.111816,0.003183,0.003812
7656.30957,-0.002135,0.002224
7664.506836,0.0007,0.00093
7672.704102,-0.001057,0.001078
7680.901367,0.001518,0.002151
7689.098633,0.000262,0.003171
7697.295898,-0.00345,0.004069
7705.493164,0.004434,0.004805
7713.69043,-0.001112,0.00536
7721.888184,-0.003972,0.00573
7730.085449,0.005789,0.005882
7738.282715,-0.002314,0.005818
7746.47998,-0.003034,0.005551
7754.677246,0.005074,0.005073
7762.874512,-0.002457,0.004411
7771.071777,-0.001351,0.003603
7779.269531,0.0026,0.002678
7787.466797,-0.001412,0.001732
7795.664062,0.000388,0.000963
7803.861328,-0.000338,0.000884
7812.058594,-0.00023,0.001367
7820.255859,0.001552,0.001753
7828.453125,-0.001589,0.001871
7836.650879,-0.000234,0.00168
7844.848145,0.001231,0.001235
7853.04541,0.00029,0.000999
7861.242676,-0.001474,0.001734
7869.439941,-0.000961,0.003023
7877.637207,0.004474,0.004486
7885.834473,-0.002961,0.005975
7894.032227,-0.004035,0.007386
7902.229492,0.008575,0.008609
7910.426758,-0.003804,0.009571
7918.624023,-0.006246,0.01023
7926.821289,0.010424,0.010536
7935.018555,-0.003839,0.010499
7943.21582,-0.00629,0.010159
7951.413574,0.009475,0.00955
7959.61084,-0.003672,0.008755
7967.808105,-0.004154,0.007878
7976.005371,0.006999,0.007011
7984.202637,-0.004045,0.006275
7992.399902,-0.001161,0.005762
8000.597168,0.004888,0.005474
8008.794434,-0.004828,0.005366
8016.992188,0.000859,0.005331
8025.189453,0.003868,0.005239
8033.386719,-0.004824,0.005023
8041.583984,0.001129,0.004633
8049.78125,0.002908,0.004042
8057.978516,-0.003178,0.00329
8066.175781,0.000801,0.002428
8074.373535,0.000666,0.001595
8082.570801,-0.000897,0.001304
8090.768066,0.001842,0.00194
8098.965332,-0.002499,0.002978
8107.162598,-0.00022,0.004116
8115.359863,0.004831,0.00526
8123.557129,-0.004791,0.006408
8131.754883,-0.002238,0.007555
8139.952148,0.008608,0.008677
8148.149414,-0.005158,0.009766
8156.34668,-0.00585,0.010801
8164.543945,0.011639,0.011718
8172.741211,-0.004306,0.012464
8180.938477,-0.008682,0.012987
8189.13623,0.012861,0.013211
8197.333008,-0.003766,0.013103
8205.530273,-0.0085,0.012674
8213.727539,0.011784,0.01194
8221.925781,-0.00477,0.011005
8230.123047,-0.004504,0.010043
8238.320312,0.008968,0.009242
8246.517578,-0.007387,0.008818
8254.714844,0.001597,0.008851
8262.912109,0.005588,0.009219
8271.109375,-0.009727,0.009741
8279.306641,0.006854,0.010215
8287.503906,0.001753,0.010521
8295.701172,-0.00935,0.010661
8303.898438,0.009861,0.010675
8312.095703,-0.003158,0.010675
8320.292969,-0.005792,0.010809
8328.490234,0.01104,0.01115
8336.688477,-0.008749,0.011747
8344.885742,-0.000675,0.012566
8353.083008,0.011159,0.013497
8361.280273,-0.013587,0.014453
8369.477539,0.003841,0.015328
8377.674805,0.010765,0.016019
8385.87207,-0.016232,0.016478
8394.069336,0.006066,0.01665
8402.266602,0.010191,0.016493
8410.463867,-0.015847,0.016024
8418.661133,0.005273,0.015259
8426.858398,0.009525,0.014235
8435.055664,-0.012589,0.013049
8443.25293,0.002075,0.011788
8451.450195,0.008734,0.010544
8459.648438,-0.007869,0.009443
8467.845703,-0.00188,0.008575
8476.042969,0.007903,0.007968
8484.240234,-0.003531,0.007606
8492.4375,-0.00486,0.007404
8500.634766,0.006855,0.007218
8508.832031,-0.000792,0.006935
8517.029297,-0.00542,0.006484
8525.226562,0.00514,0.005798
8533.423828,-0.000452,0.004891
8541.621094,-0.002767,0.003903
8549.818359,0.003149,0.003169
8558.015625,-0.003047,0.003322
8566.212891,0.002085,0.004468
8574.411133,0.002293,0.006075
8582.608398,-0.007634,0.007801
8590.805664,0.006444,0.009433
8599.00293,0.003206,0.010845
8607.200195,-0.011741,0.011991
8615.397461,0.008235,0.012823
8623.594727,0.005016,0.013332
8631.791992,-0.013497,0.013559
8639.989258,0.007338,0.013523
8648.186523,0.006639,0.013252
8656.383789,-0.012785,0.012807
8664.581055,0.004828,0.012218
8672.77832,0.007447,0.011503
8680.975586,-0.010391,0.010706
8689.172852,0.002119,0.009828
8697.371094,0.006862,0.008852
8705.568359,-0.007147,0.007796
8713.765625,0.000523,0.006659
8721.962891,0.00451,0.005428
8730.160156,-0.003779,0.004147
8738.357422,0.000613,0.002862
8746.554688,0.000753,0.001723
8754.751953,-0.000783,0.001445
8762.949219,0.001989,0.002345
8771.146484,-0.003455,0.003597
8779.34375,0.00155,0.004874
8787.541016,0.003849,0.006066
8795.738281,-0.007083,0.007158
8803.935547,0.003037,0.008112
8812.133789,0.005464,0.008895
8820.331055,-0.009432,0.009523
8828.52832,0.003772,0.009988
8836.725586,0.006276,0.01029
8844.922852,-0.010395,0.010472
8853.120117,0.004252,0.010549
8861.317383,0.006051,0.010527
8869.514648,-0.010422,0.010445
8877.711914,0.004799,0.010296
8885.90918,0.005134,0.010055
8894.106445,-0.009728,0.009728
8902.303711,0.004943,0.009271
8910.500977,0.003835,0.008645
8918.698242,-0.007826,0.007861
8926.896484,0.004188,0.006906
8935.09375,0.001935,0.005795
8943.291016,-0.004436,0.004614
8951.488281,0.002877,0.003454
8959.685547,-0.000749,0.002539
8967.882812,-0.000421,0.002287
8976.080078,0.001907,0.002756
8984.277344,-0.003542,0.003544
8992.474609,0.002625,0.004314
9000.671875,0.001592,0.004916
9008.869141,-0.005185,0.005324
9017.066406,0.003849,0.005502
9025.263672,0.001353,0.005443
9033.460938,-0.004959,0.005193
9041.658203,0.003627,0.00477
9049.856445,0.000481,0.004228
9058.053711,-0.003191,0.003676
9066.250977,0.002979,0.00319
9074.448242,-0.00103,0.002874
9082.645508,-0.001278,0.002789
9090.842773,0.002789,0.002839
9099.040039,-0.002008,0.002932
9107.237305,-0.001046,0.003006
9115.43457,0.003062,0.003061
9123.631836,-0.000824,0.003233
9131.829102,-0.003301,0.003709
9140.026367,0.002982,0.004565
9148.223633,0.003032,0.005764
9156.420898,-0.007093,0.007219
9164.619141,0.00191,0.008804
9172.816406,0.008234,0.010396
9181.013672,-0.01072,0.011933
9189.210938,0.000251,0.013345
9197.408203,0.012743,0.014547
9205.605469,-0.013035,0.015506
9213.802734,-0.001139,0.016173
9222.0,0.014917,0.016486
9230.197266,-0.013479,0.016455
9238.394531,-0.001276,0.0161
9246.591797,0.013785,0.015441
9254.789062,-0.012541,0.01458
9262.986328,0.000761,0.013629
9271.183594,0.009912,0.012693
9279.380859,-0.011562,0.011936
9287.579102,0.004571,0.011444
9295.776367,0.005325,0.011209
9303.973633,-0.011044,0.011185
9312.170898,0.007997,0.011211
9320.368164,0.001771,0.011126
9328.56543,-0.009801,0.010851
9336.762695,0.008877,0.010305
9344.959961,-0.000625,0.009494
9353.157227,-0.006634,0.0085
9361.354492,0.007122,0.007378
9369.551758,-0.002448,0.006248
9377.749023,-0.002291,0.005263
9385.946289,0.004301,0.004535
9394.143555,-0.003794,0.004203
9402.341797,0.001329,0.004242
9410.539062,0.002432,0.004455
9418.736328,-0.004695,0.004694
9426.933594,0.002223,0.004839
9435.130859,0.003161,0.004882
9443.328125,-0.00458,0.004971
9451.525391,-0.000822,0.005295
9459.722656,0.005971,0.005988
9467.919922,-0.002439,0.007065
9476.117188,-0.006557,0.008412
9484.314453,0.00851,0.009848
9492.511719,0.001413,0.011239
9500.708984,-0.011962,0.012515
9508.90625,0.009149,0.013586
9517.103516,0.005335,0.014409
9525.301758,-0.014951,0.015002
9533.499023,0.007984,0.015355
9541.696289,0.008155,0.01547
9549.893555,-0.015343,0.015396
9558.09082,0.005731,0.015132
9566.288086,0.009528,0.014667
9574.485352,-0.013683,0.014044
9582.682617,0.00341,0.01327
9590.879883,0.008961,0.012346
9599.077148,-0.010851,0.01134
9607.274414,0.002478,0.01029
9615.47168,0.006368,0.009228
9623.668945,-0.008136,0.008249
9631.866211,0.003267,0.007388
9640.064453,0.002975,0.006636
9648.261719,-0.005895,0.006016
9656.458984,0.004214,0.005468
9664.65625,-2e-05,0.004953
9672.853516,-0.003395,0.004511
9681.050781,0.004104,0.004136
9689.248047,-0.002256,0.003874
9697.445312,-0.000816,0.003731
9705.642578,0.003197,0.003592
9713.839844,-0.00307,0.00338
9722.037109,0.000594,0.002995
9730.234375,0.001571,0.00235
9738.431641,-0.001502,0.001504
9746.628906,0.000768,0.000777
9754.827148,-0.001505,0.001507
9763.024414,0.001972,0.002955
9771.22168,0.001162,0.004552
9779.418945,-0.005992,0.006217
9787.616211,0.005482,0.007846
9795.813477,0.002806,0.009351
9804.010742,-0.01052,0.010696
9812.208008,0.007231,0.011794
9820.405273,0.005279,0.012581
9828.602539,-0.013046,0.013057
9836.799805,0.006547,0.013183
9844.99707,0.007039,0.012945
9853.194336,-0.012354,0.012415
9861.391602,0.004292,0.01164
9869.588867,0.007021,0.010685
9877.787109,-0.009412,0.009685
9885.984375,0.002064,0.008724
9894.181641,0.005922,0.007862
9902.378906,-0.006711,0.007202
9910.576172,0.000746,0.00678
9918.773438,0.005447,0.006575
9926.970703,-0.005838,0.006594
9935.167969,6.7e-05,0.00678
9943.365234,0.00613,0.007025
9951.5625,-0.006204,0.007285
9959.759766,-0.000277,0.007495
9967.957031,0.006689,0.007566
9976.154297,-0.006406,0.007498
9984.351562,-7e-06,0.007275
9992.549805,0.005826,0.006861
10000.74707,-0.005694,0.006308
10008.944336,0.000743,0.005633
10017.141602,0.00363,0.004821
10025.338867,-0.003808,0.003929
10033.536133,0.001063,0.002963
10041.733398,0.000979,0.001922
10049.930664,-0.00087,0.000932
10058.12793,0.000371,0.000576
10066.325195,-0.001172,0.001394
10074.522461,0.002159,0.002247
10082.719727,-0.001089,0.002967
10090.916992,-0.001889,0.003554
10099.114258,0.003952,0.003961
10107.311523,-0.002805,0.004224
10115.509766,-0.000799,0.00438
10123.707031,0.003874,0.0044
10131.904297,-0.004047,0.004347
10140.101562,0.001486,0.004261
10148.298828,0.001801,0.004184
10156.496094,-0.004013,0.004285
10164.693359,0.004235,0.004619
10172.890625,-0.001829,0.005185
10181.087891,-0.002792,0.00592
10189.285156,0.006516,0.006625
10197.482422,-0.005296,0.007196
10205.679688,-0.00086,0.007552
10213.876953,0.006611,0.007602
10222.074219,-0.006816,0.00741
10230.272461,0.00191,0.007061
10238.469727,0.003648,0.006663
10246.666992,-0.006338,0.006437
10254.864258,0.00519,0.006455
10263.061523,-0.000709,0.006679
10271.258789,-0.004841,0.007029
10279.456055,0.007275,0.007306
10287.65332,-0.003852,0.007415
10295.850586,-0.002894,0.007323
10304.047852,0.006826,0.00696
10312.245117,-0.004523,0.006368
10320.442383,-0.001125,0.005582
10328.639648,0.004286,0.004569
10336.836914,-0.002614,0.003377
10345.035156,-0.000506,0.002037
10353.232422,0.000655,0.00073
10361.429688,0.001492,0.001491
10369.626953,-0.000998,0.003179
10377.824219,-0.003547,0.00493
10386.021484,0.006204,0.006561
10394.21875,-0.001206,0.007981
10402.416016,-0.007372,0.009137
10410.613281,0.008862,0.009909
10418.810547,-7.5e-05,0.010248
10427.007812,-0.009068,0.010173
10435.205078,0.007669,0.00966
10443.402344,0.001942,0.008761
10451.599609,-0.007503,0.007619
10459.796875,0.003157,0.006344
10467.995117,0.003639,0.005125
10476.192383,-0.00345,0.004307
10484.389648,-0.002218,0.004169
10492.586914,0.004227,0.004605
10500.78418,0.000649,0.005252
10508.981445,-0.005645,0.005842
10517.178711,0.004016,0.006194
10525.375977,0.002223,0.006262
10533.573242,-0.006039,0.006145
10541.770508,0.004132,0.005899
10549.967773,0.000934,0.005614
10558.165039,-0.004816,0.005429
10566.362305,0.004769,0.005317
10574.55957,-0.00078,0.00523
10582.757812,-0.003907,0.005136
10590.955078,0.004576,0.004916
10599.152344,-0.000197,0.004572
10607.349609,-0.003971,0.004244
10615.546875,0.002195,0.004124
10623.744141,0.003381,0.004476
10631.941406,-0.004314,0.005414
10640.138672,-0.002393,0.006759
10648.335938,0.008234,0.008236
10656.533203,-0.003632,0.009686
10664.730469,-0.00765,0.01099
10672.927734,0.011279,0.011973
10681.125,-0.001174,0.012552
10689.322266,-0.01096,0.012707
10697.519531,0.010137,0.012364
10705.717773,0.002114,0.011541
10713.915039,-0.010077,0.010346
10722.112305,0.005113,0.008825
10730.30957,0.003997,0.007087
10738.506836,-0.005104,0.005366
10746.704102,-0.000648,0.003928
10754.901367,0.003075,0.003138
10763.098633,0.00081,0.003205
10771.295898,-0.00369,0.003723
10779.493164,0.000564,0.004184
10787.69043,0.003831,0.004326
10795.887695,-0.003192,0.004112
10804.084961,-0.000867,0.003528
10812.282227,0.002476,0.002542
10820.480469,-0.000957,0.001272
10828.677734,0.000567,0.000569
10836.875,-0.001986,0.002148
10845.072266,0.00061,0.004014
10853.269531,0.004722,0.005907
10861.466797,-0.007064,0.007804
10869.664062,0.000418,0.009618
10877.861328,0.009671,0.011228
10886.058594,-0.010866,0.012649
10894.255859,-0.000392,0.013865
10902.453125,0.013052,0.014817
10910.650391,-0.01336,0.015582
10918.847656,8.9e-05,0.016185
10927.044922,0.014037,0.016582
10935.242188,-0.01521,0.016853
10943.44043,0.002048,0.016989
10951.637695,0.013046,0.016903
10959.834961,-0.01584,0.016628
10968.032227,0.004192,0.016113
10976.229492,0.01019,0.015285
10984.426758,-0.014089,0.014234
10992.624023,0.005701,0.012978
11000.821289,0.005519,0.01154
11009.018555,-0.009983,0.010093
11017.21582,0.006426,0.008695
11025.413086,-2e-06,0.007443
11033.610352,-0.004565,0.006571
11041.807617,0.006125,0.006147
11050.004883,-0.005127,0.006317
11058.203125,0.00134,0.007086
11066.400391,0.004899,0.008242
11074.597656,-0.009718,0.009726
11082.794922,0.006983,0.011355
11090.992188,0.004194,0.012971
11099.189453,-0.014221,0.014564
11107.386719,0.010715,0.016007
11115.583984,0.005766,0.01723
11123.78125,-0.018116,0.018287
11131.978516,0.010775,0.019112
11140.175781,0.009804,0.019669
11148.373047,-0.019983,0.02005
11156.570312,0.006924,0.020243
11164.767578,0.014447,0.02022
11172.96582,-0.018708,0.020066
11181.163086,0.001066,0.019754
11189.360352,0.017018,0.019201
11197.557617,-0.014655,0.018472
11205.754883,-0.003719,0.017579
11213.952148,0.015986,0.016453
11222.149414,-0.009908,0.015169
11230.34668,-0.004939,0.013785
11238.543945,0.012123,0.012269
11246.741211,-0.007088,0.010777
11254.938477,-0.00228,0.009475
11263.135742,0.007685,0.00842
11271.333008,-0.007118,0.007836
11279.530273,0.002249,0.007766
11287.727539,0.004333,0.008012
11295.925781,-0.008438,0.008479
11304.123047,0.005843,0.008902
11312.320312,0.002371,0.009083
11320.517578,-0.008613,0.009021
11328.714844,0.006384,0.008569
11336.912109,0.001595,0.007668
11345.109375,-0.006167,0.006424
11353.306641,0.003139,0.00483
11361.503906,0.001695,0.003041
11369.701172,-0.001205,0.001839
11377.898438,-0.00268,0.002778
11386.095703,0.002056,0.004744
11394.292969,0.004467,0.006729
11402.490234,-0.008288,0.00857
11410.688477,0.002332,0.010112
11418.885742,0.008258,0.011211
11427.083008,-0.011413,0.011958
11435.280273,0.002762,0.012351
11443.477539,0.008942,0.012347
11451.674805,-0.01168,0.012105
11459.87207,0.00313,0.011635
11468.069336,0.007515,0.010885
11476.266602,-0.009742,0.010009
11484.463867,0.002462,0.009008
11492.661133,0.005665,0.007833
11500.858398,-0.006244,0.00664
11509.055664,0.000309,0.00546
11517.25293,0.003962,0.004285
11525.450195,-0.00198,0.003342
11533.648438,-0.002037,0.002817
11541.845703,0.001989,0.002649
11550.042969,0.00137,0.002629
11558.240234,-0.002499,0.002604
11566.4375,3e-06,0.0024
11574.634766,0.001812,0.001886
11582.832031,-0.000568,0.001165
11591.029297,-0.000546,0.000548
11599.226562,-0.000938,0.00123
11607.423828,0.001822,0.002381
11615.621094,0.001184,0.003479
11623.818359,-0.004502,0.004507
11632.015625,0.002147,0.005312
11640.212891,0.004072,0.005772
11648.411133,-0.005465,0.005993
11656.608398,-0.000687,0.005971
11664.805664,0.005663,0.005711
11673.00293,-0.001679,0.005561
11681.200195,-0.005382,0.005925
11689.397461,0.003734,0.006878
11697.594727,0.005773,0.008265
11705.791992,-0.008882,0.009977
11713.989258,-0.001492,0.011789
11722.186523,0.012961,0.013399
11730.383789,-0.009239,0.014778
11738.581055,-0.007058,0.01587
11746.77832,0.016447,0.01645
11754.975586,-0.007249,0.016591
11763.172852,-0.009848,0.016404
11771.371094,0.015525,0.015726
11779.568359,-0.004937,0.014652
11787.765625,-0.008691,0.013363
11795.962891,0.011585,0.011765
11804.160156,-0.003882,0.010073
11812.357422,-0.004664,0.008586
11820.554688,0.007222,0.007232
11828.751953,-0.004155,0.006209
11836.949219,-0.000971,0.005585
11845.146484,0.004507,0.004991
11853.34375,-0.003799,0.004469
11861.541016,-0.000392,0.003968
11869.738281,0.003267,0.003352
11877.935547,-0.001284,0.002966
11886.133789,-0.002619,0.003124
11894.331055,0.002494,0.003693
11902.52832,0.002168,0.00442
11910.725586,-0.005244,0.005261
11918.922852,0.002224,0.005921
11927.120117,0.003725,0.006135
11935.317383,-0.00615,0.00616
11943.514648,0.003264,0.005954
11951.711914,0.001423,0.005541
11959.90918,-0.004694,0.005564
11968.106445,0.005964,0.006047
11976.303711,-0.004391,0.00716
11984.500977,-0.001614,0.008937
11992.698242,0.009552,0.010748
12000.896484,-0.011304,0.012675
12009.09375,0.001575,0.014562
12017.291016,0.012542,0.015959
12025.488281,-0.016042,0.017072
12033.685547,0.003222,0.017725
12041.882812,0.013307,0.017526
12050.080078,-0.015894,0.016829
12058.277344,0.002657,0.015614
12066.474609,0.010691,0.013634
12074.671875,-0.010493,0.011373
12082.869141,0.000633,0.008877
12091.066406,0.005216,0.005902
12099.263672,-0.002154,0.003096
12107.460938,-0.001742,0.001763
12115.658203,-0.000877,0.003618
12123.856445,0.005721,0.005727
12132.053711,-0.003694,0.007559
12140.250977,-0.005054,0.009279
12148.448242,0.010132,0.010169
12156.645508,-0.004625,0.010403
12164.842773,-0.005509,0.010364
12173.040039,0.009293,0.009296
12181.237305,-0.004513,0.007703
12189.43457,-0.001583,0.006322
12197.631836,0.003775,0.004547
12205.829102,-0.004303,0.004422
12214.026367,0.005358,0.005821
12222.223633,-0.003218,0.00761
12230.420898,-0.004757,0.010304
12238.619141,0.01183,0.011859
12246.816406,-0.00815,0.013
12255.013672,-0.005158,0.01482
12263.210938,0.014686,0.014814
12271.408203,-0.009866,0.014312
12279.605469,-0.004503,0.015709
12287.802734,0.013686,0.013713
